timestamp;db;sf;query;t_first;t_second
2024-12-07T10-08-29;duckdb_sf10,db;10;1;0,09699869155883789;0,08300042152404785
2024-12-07T10-08-29;duckdb_sf10,db;10;2;0,14099931716918945;0,12900066375732422
2024-12-07T10-08-30;duckdb_sf10,db;10;3;0,08201026916503906;0,048989057540893555
2024-12-07T10-08-30;duckdb_sf10,db;10;4;1,5889999866485596;1,6080000400543213
2024-12-07T10-08-33;duckdb_sf10,db;10;5;0,20100617408752441;0,11200165748596191
2024-12-07T10-08-33;duckdb_sf10,db;10;6;0,16199874877929688;0,14600062370300293
2024-12-07T10-08-33;duckdb_sf10,db;10;7;0,11700105667114258;0,09699892997741699
2024-12-07T10-08-34;duckdb_sf10,db;10;8;0,06699895858764648;0,06500101089477539
2024-12-07T10-08-34;duckdb_sf10,db;10;9;0,3690006732940674;0,36499905586242676
2024-12-07T10-08-35;duckdb_sf10,db;10;10;0,0670008659362793;0,06299948692321777
2024-12-07T10-08-35;duckdb_sf10,db;10;11;0,9810011386871338;0,9449989795684814
2024-12-07T10-08-37;duckdb_sf10,db;10;12;0,042001962661743164;0,042015790939331055
2024-12-07T10-08-37;duckdb_sf10,db;10;13;0,12200331687927246;0,146012544631958
2024-12-07T10-08-37;duckdb_sf10,db;10;14;1,3559980392456055;1,310999870300293
2024-12-07T10-08-40;duckdb_sf10,db;10;15;0,051999807357788086;0,05200004577636719
2024-12-07T10-08-40;duckdb_sf10,db;10;16;0,030999422073364258;0,027001619338989258
2024-12-07T10-08-40;duckdb_sf10,db;10;17;0,0989999771118164;0,12900876998901367
2024-12-07T10-08-40;duckdb_sf10,db;10;18;0,18999195098876953;0,17600059509277344
2024-12-07T10-08-40;duckdb_sf10,db;10;19;0,07399940490722656;0,0709993839263916
2024-12-07T10-08-41;duckdb_sf10,db;10;20;0,05299997329711914;0,053000450134277344
2024-12-07T10-08-41;duckdb_sf10,db;10;21;0,037000179290771484;0,03600120544433594
2024-12-07T10-08-41;duckdb_sf10,db;10;22;1,8379993438720703;1,7789993286132812
2024-12-07T10-08-44;duckdb_sf10,db;10;23;1,1120002269744873;1,196000576019287
2024-12-07T10-08-47;duckdb_sf10,db;10;24;0,17099976539611816;0,15200161933898926
2024-12-07T10-08-47;duckdb_sf10,db;10;25;0,07699823379516602;0,09000158309936523
2024-12-07T10-08-47;duckdb_sf10,db;10;26;0,09600138664245605;0,09299850463867188
2024-12-07T10-08-47;duckdb_sf10,db;10;27;0,2500007152557373;0,24499988555908203
2024-12-07T10-08-48;duckdb_sf10,db;10;28;0,2950019836425781;0,29199862480163574
2024-12-07T10-08-48;duckdb_sf10,db;10;29;0,14200186729431152;0,140000581741333
2024-12-07T10-08-49;duckdb_sf10,db;10;30;0,12299990653991699;0,11700129508972168
2024-12-07T10-08-49;duckdb_sf10,db;10;31;0,16199898719787598;0,15500164031982422
2024-12-07T10-08-49;duckdb_sf10,db;10;32;0,010999917984008789;0,011000394821166992
2024-12-07T10-08-49;duckdb_sf10,db;10;33;0,07399940490722656;0,07199978828430176
2024-12-07T10-08-49;duckdb_sf10,db;10;34;0,10099983215332031;0,10200023651123047
2024-12-07T10-08-50;duckdb_sf10,db;10;35;0,30499958992004395;0,29200029373168945
2024-12-07T10-08-50;duckdb_sf10,db;10;36;0,2500016689300537;0,24299931526184082
2024-12-07T10-08-51;duckdb_sf10,db;10;37;0,0429997444152832;0,0409998893737793
2024-12-07T10-08-51;duckdb_sf10,db;10;38;0,26200151443481445;0,2539992332458496
2024-12-07T10-08-51;duckdb_sf10,db;10;39;0,279998779296875;0,2700021266937256
2024-12-07T10-08-52;duckdb_sf10,db;10;40;0,055999755859375;0,057000160217285156
2024-12-07T10-08-52;duckdb_sf10,db;10;41;0,03099989891052246;0,029999256134033203
2024-12-07T10-08-52;duckdb_sf10,db;10;42;0,0410001277923584;0,04199981689453125
2024-12-07T10-08-52;duckdb_sf10,db;10;43;0,08900070190429688;0,0859990119934082
2024-12-07T10-08-52;duckdb_sf10,db;10;44;0,11800050735473633;0,11499834060668945
2024-12-07T10-08-53;duckdb_sf10,db;10;45;0,09499979019165039;0,08700203895568848
2024-12-07T10-08-53;duckdb_sf10,db;10;46;0,1679973602294922;0,1659998893737793
2024-12-07T10-08-53;duckdb_sf10,db;10;47;0,5279996395111084;0,6110002994537354
2024-12-07T10-08-54;duckdb_sf10,db;10;48;0,14900565147399902;0,17300963401794434
2024-12-07T10-08-55;duckdb_sf10,db;10;49;0,1289818286895752;0,09799861907958984
2024-12-07T10-08-55;duckdb_sf10,db;10;50;0,17499876022338867;0,17299985885620117
2024-12-07T10-08-55;duckdb_sf10,db;10;51;2,0896501541137695;2,0825748443603516
2024-12-07T10-08-59;duckdb_sf10,db;10;52;0,04900026321411133;0,05000042915344238
2024-12-07T10-08-59;duckdb_sf10,db;10;53;0,07799959182739258;0,0840005874633789
2024-12-07T10-09-00;duckdb_sf10,db;10;54;0,10300064086914062;0,0989987850189209
2024-12-07T10-09-00;duckdb_sf10,db;10;55;0,04800057411193848;0,048999786376953125
2024-12-07T10-09-00;duckdb_sf10,db;10;56;0,11100029945373535;0,10900020599365234
2024-12-07T10-09-00;duckdb_sf10,db;10;57;0,35900020599365234;0,3269994258880615
2024-12-07T10-09-01;duckdb_sf10,db;10;58;0,09000182151794434;0,09101223945617676
2024-12-07T10-09-01;duckdb_sf10,db;10;59;0,288999080657959;0,2850000858306885
2024-12-07T10-09-02;duckdb_sf10,db;10;60;0,12700200080871582;0,11700057983398438
2024-12-07T10-09-02;duckdb_sf10,db;10;61;0,1249995231628418;0,11899971961975098
2024-12-07T10-09-02;duckdb_sf10,db;10;62;0,06300044059753418;0,060999393463134766
2024-12-07T10-09-02;duckdb_sf10,db;10;63;0,069000244140625;0,11799788475036621
2024-12-07T10-09-02;duckdb_sf10,db;10;64;0,5449995994567871;0,5360002517700195
2024-12-07T10-09-03;duckdb_sf10,db;10;65;0,41500186920166016;0,41699957847595215
2024-12-07T10-09-04;duckdb_sf10,db;10;66;0,18300151824951172;0,1679999828338623
2024-12-07T10-09-05;duckdb_sf10,db;10;67;4,062997817993164;4,380000591278076
2024-12-07T10-09-13;duckdb_sf10,db;10;68;0,19999957084655762;0,18800640106201172
2024-12-07T10-09-13;duckdb_sf10,db;10;69;0,14899849891662598;0,14600014686584473
2024-12-07T10-09-14;duckdb_sf10,db;10;70;0,18899965286254883;0,1900005340576172
2024-12-07T10-09-14;duckdb_sf10,db;10;71;0,24599981307983398;0,2480006217956543
2024-12-07T10-09-15;duckdb_sf10,db;10;72;0,413999080657959;0,3900024890899658
2024-12-07T10-09-15;duckdb_sf10,db;10;73;0,10599875450134277;0,10700058937072754
2024-12-07T10-09-16;duckdb_sf10,db;10;74;0,8420002460479736;0,8619992733001709
2024-12-07T10-09-17;duckdb_sf10,db;10;75;0,4459991455078125;0,43400001525878906
2024-12-07T10-09-18;duckdb_sf10,db;10;76;0,1620006561279297;0,1550004482269287
