timestamp,db,sf,query,t_first,t_second
2024-12-07T14-16-24,duckdb_sf100.db,100,1,0.47500014305114746,0.36100006103515625
2024-12-07T14-16-24,duckdb_sf100.db,100,2,1.2869982719421387,1.1600000858306885
2024-12-07T14-16-27,duckdb_sf100.db,100,3,0.6430010795593262,0.4100003242492676
2024-12-07T14-16-28,duckdb_sf100.db,100,4,10.832000017166138,10.980000972747803
2024-12-07T14-16-50,duckdb_sf100.db,100,5,2.461953639984131,1.5069999694824219
2024-12-07T14-16-54,duckdb_sf100.db,100,6,0.9899997711181641,0.9559996128082275
2024-12-07T14-16-56,duckdb_sf100.db,100,7,0.9490020275115967,0.7849974632263184
2024-12-07T14-16-57,duckdb_sf100.db,100,8,0.5729973316192627,0.5730001926422119
2024-12-07T14-16-59,duckdb_sf100.db,100,9,3.325998544692993,3.2950005531311035
2024-12-07T14-17-05,duckdb_sf100.db,100,10,0.5900003910064697,0.6419997215270996
2024-12-07T14-17-06,duckdb_sf100.db,100,11,8.266999006271362,9.355000257492065
2024-12-07T14-17-24,duckdb_sf100.db,100,12,0.3100011348724365,0.32199954986572266
2024-12-07T14-17-25,duckdb_sf100.db,100,13,1.23699951171875,1.2179999351501465
2024-12-07T14-17-27,duckdb_sf100.db,100,14,17.235999822616577,18.10100030899048
2024-12-07T14-18-02,duckdb_sf100.db,100,15,0.39499974250793457,0.3970003128051758
2024-12-07T14-18-03,duckdb_sf100.db,100,16,0.2799994945526123,0.24199986457824707
2024-12-07T14-18-04,duckdb_sf100.db,100,17,1.071000576019287,1.0290031433105469
2024-12-07T14-18-06,duckdb_sf100.db,100,18,1.7346041202545166,1.402001142501831
2024-12-07T14-18-09,duckdb_sf100.db,100,19,0.8029992580413818,0.7950000762939453
2024-12-07T14-18-11,duckdb_sf100.db,100,20,0.36800050735473633,0.5519981384277344
2024-12-07T14-18-12,duckdb_sf100.db,100,21,0.23599863052368164,0.2089993953704834
2024-12-07T14-18-12,duckdb_sf100.db,100,22,65.10616683959961,95.10834264755249
2024-12-07T14-20-52,duckdb_sf100.db,100,23,60.745999574661255,61.26700043678284
2024-12-07T14-22-54,duckdb_sf100.db,100,24,2.114999771118164,2.072999954223633
2024-12-07T14-22-58,duckdb_sf100.db,100,25,0.8439993858337402,0.8070003986358643
2024-12-07T14-23-00,duckdb_sf100.db,100,26,0.5189929008483887,0.4399995803833008
2024-12-07T14-23-01,duckdb_sf100.db,100,27,2.4340016841888428,2.4529991149902344
2024-12-07T14-23-06,duckdb_sf100.db,100,28,2.733999729156494,2.6410000324249268
2024-12-07T14-23-11,duckdb_sf100.db,100,29,1.6530003547668457,1.671999454498291
2024-12-07T14-23-15,duckdb_sf100.db,100,30,3.4419994354248047,3.3539998531341553
2024-12-07T14-23-21,duckdb_sf100.db,100,31,2.348999261856079,2.183000326156616
2024-12-07T14-23-26,duckdb_sf100.db,100,32,0.23799943923950195,0.2349998950958252
2024-12-07T14-23-26,duckdb_sf100.db,100,33,0.7742390632629395,0.7960004806518555
